,Age,Overall,Potential
9786,25,66,70
9787,24,66,71
9788,25,66,69
9789,24,66,74
9790,26,66,70
9791,20,66,72
9792,24,66,71
9793,18,66,79
9794,27,66,66
9795,31,66,66
9796,25,66,70
9797,31,66,66
9798,24,66,70
9799,25,66,71
9800,31,66,66
9801,23,66,75
9802,22,66,75
9803,22,66,73
9804,21,66,73
9805,27,66,67
9806,35,66,66
9807,30,66,66
9808,24,66,73
9809,28,66,66
9810,24,66,72
9811,36,66,66
9812,26,66,67
9813,20,66,77
9814,28,66,66
9815,29,66,66
9816,24,66,73
9817,22,66,75
9818,24,66,72
9819,31,66,66
9820,31,66,66
9821,36,66,66
9822,22,66,71
9823,25,66,67
9824,25,66,69
9825,28,66,66
9826,17,66,85
9827,26,66,67
9828,24,66,70
9829,31,66,66
9830,25,66,69
9831,27,66,67
9832,27,66,69
9833,35,66,66
9834,21,66,76
9835,20,66,78
9836,20,66,76
9837,28,66,66
9838,31,66,66
9839,29,66,66
9840,20,66,78
9841,23,66,72
9842,23,66,73
9843,27,66,66
9844,25,66,69
9845,30,66,66
9846,25,66,66
9847,28,66,66
9848,24,66,72
9849,25,66,68
9850,26,66,69
9851,24,66,70
9852,32,66,66
9853,23,66,72
9854,23,66,72
9855,26,66,69
9856,22,66,70
9857,30,66,66
9858,39,66,66
9859,27,66,67
9860,23,66,76
9861,33,66,66
9862,34,66,66
9863,26,66,68
9864,20,66,79
9865,21,66,78
9866,26,66,66
9867,26,66,68
9868,25,66,66
9869,29,66,66
9870,25,66,70
9871,22,66,74
9872,26,66,66
9873,24,66,69
9874,31,66,66
9875,24,65,69
9876,35,65,65
9877,20,65,77
9878,23,65,72
9879,22,65,71
9880,24,65,73
9881,19,65,76
9882,24,65,72
9883,31,65,65
9884,28,65,65
9885,25,65,69
9886,26,65,66
9887,21,65,77
9888,17,65,86
9889,21,65,74
9890,25,65,69
9891,26,65,67
9892,25,65,71
9893,30,65,65
9894,23,65,73
9895,25,65,68
9896,27,65,65
9897,28,65,65
9898,26,65,65
9899,27,65,67
9900,21,65,77
9901,25,65,70
9902,32,65,65
9903,25,65,67
9904,28,65,65
9905,29,65,67
9906,21,65,75
9907,30,65,65
9908,20,65,75
9909,31,65,65
9910,23,65,74
9911,25,65,70
9912,31,65,65
9913,22,65,75
9914,22,65,73
9915,20,65,77
9916,23,65,73
9917,28,65,66
9918,21,65,76
9919,35,65,65
9920,25,65,69
9921,22,65,76
9922,22,65,75
9923,29,65,65
9924,29,65,65
9925,31,65,65
9926,22,65,72
9927,37,65,65
9928,25,65,68
9929,26,65,67
9930,22,65,77
9931,22,65,72
9932,23,65,71
9933,27,65,65
9934,23,65,72
9935,23,65,72
9936,19,65,78
9937,24,65,70
9938,27,65,65
9939,30,65,65
9940,24,65,70
9941,24,65,74
9942,20,65,78
9943,24,65,72
9944,21,65,73
9945,23,65,70
9946,25,65,65
9947,26,65,66
9948,29,65,65
9949,22,65,75
9950,29,65,65
9951,34,65,65
9952,26,65,66
9953,24,65,71
9954,23,65,71
9955,20,65,78
9956,24,65,68
9957,35,65,65
9958,30,65,65
9959,25,65,67
9960,24,65,70
9961,22,65,72
9962,24,65,68
9963,30,65,65
9964,27,65,66
9965,29,65,65
9966,33,65,65
9967,23,65,70
9968,25,65,65
9969,32,65,65
9970,26,65,66
9971,23,65,74
9972,27,65,65
9973,25,65,68
9974,27,65,65
9975,30,65,65
9976,28,65,65
9977,26,65,67
9978,23,65,73
9979,28,65,65
9980,27,65,66
9981,31,65,65
9982,22,65,72
9983,29,65,65
9984,28,65,65
9985,29,65,65
9986,29,65,65
9987,19,65,78
9988,31,65,65
9989,23,65,74
9990,23,65,71
9991,23,65,73
9992,27,65,65
9993,24,65,72
9994,31,65,65
9995,23,65,70
9996,27,65,65
9997,29,65,65
9998,28,65,65
9999,21,65,75
10000,26,65,66
10001,20,65,74
10002,29,65,65
10003,19,65,81
10004,24,65,69
10005,27,65,66
10006,30,65,65
10007,31,65,65
10008,25,65,68
10009,20,65,77
10010,23,65,70
10011,23,65,74
10012,26,65,66
10013,27,65,65
10014,21,65,71
10015,27,65,65
10016,18,65,78
10017,22,65,72
10018,25,65,67
10019,29,65,65
10020,23,65,71
10021,31,65,65
10022,29,65,66
10023,25,65,67
10024,28,65,65
10025,26,65,67
10026,23,65,72
10027,25,65,68
10028,25,65,68
10029,19,65,75
10030,25,65,68
10031,25,65,69
10032,20,65,79
10033,18,65,82
10034,29,65,65
10035,23,65,71
10036,34,65,65
10037,28,65,68
10038,27,65,66
10039,21,65,74
10040,28,65,65
10041,23,65,70
10042,25,65,67
10043,32,65,65
10044,23,65,70
10045,30,65,65
10046,21,65,76
10047,23,65,72
10048,23,65,70
10049,26,65,66
10050,27,65,67
10051,27,65,65
10052,23,65,71
10053,22,65,72
10054,20,65,80
10055,20,65,74
10056,28,65,65
10057,26,65,66
10058,22,65,72
10059,27,65,65
10060,21,65,74
10061,27,65,66
10062,25,65,68
10063,30,65,65
10064,24,65,71
10065,23,65,73
10066,23,65,71
10067,27,65,66
10068,24,65,71
10069,23,65,74
10070,21,65,75
10071,19,65,84
10072,23,65,72
10073,20,65,76
10074,27,65,65
10075,26,65,66
10076,34,65,65
10077,23,65,71
10078,25,65,68
10079,27,65,67
10080,35,65,65
10081,21,65,75
10082,22,65,73
10083,21,65,77
10084,21,65,73
10085,27,65,65
10086,35,65,65
10087,25,65,68
10088,23,65,73
10089,34,65,65
10090,23,65,72
10091,28,65,65
10092,23,65,71
10093,23,65,73
10094,21,65,77
10095,26,65,68
10096,36,65,65
10097,24,65,70
10098,24,65,71
10099,23,65,70
10100,21,65,73
10101,22,65,74
10102,29,65,65
10103,29,65,65
10104,21,65,76
10105,22,65,73
10106,29,65,65
10107,25,65,65
10108,25,65,66
10109,28,65,66
10110,24,65,72
10111,30,65,65
10112,19,65,81
10113,28,65,65
10114,25,65,65
10115,23,65,72
10116,20,65,79
10117,24,65,69
10118,24,65,73
10119,34,65,65
10120,20,65,79
10121,22,65,73
10122,32,65,65
10123,21,65,79
10124,22,65,71
10125,20,65,82
10126,27,65,65
10127,24,65,71
10128,19,65,75
10129,33,65,65
10130,24,65,71
10131,20,65,75
10132,19,65,77
10133,26,65,67
10134,24,65,72
10135,24,65,68
10136,23,65,72
10137,33,65,65
10138,25,65,68
10139,22,65,71
10140,27,65,66
10141,25,65,65
10142,29,65,65
10143,21,65,74
10144,21,65,75
10145,28,65,65
10146,19,65,80
10147,32,65,65
10148,24,65,70
10149,22,65,72
10150,27,65,65
10151,31,65,65
10152,19,65,73
10153,19,65,75
10154,24,65,69
10155,20,65,75
10156,27,65,65
10157,26,65,66
10158,27,65,65
10159,29,65,65
10160,22,65,75
10161,33,65,65
10162,26,65,69
10163,23,65,69
10164,28,65,67
10165,27,65,66
10166,29,65,65
10167,26,65,66
10168,26,65,65
10169,20,65,73
10170,28,65,65
10171,32,65,65
10172,21,65,75
10173,22,65,73
10174,18,65,78
10175,19,65,81
10176,28,65,65
10177,20,65,79
10178,27,65,65
10179,23,65,72
10180,24,65,71
10181,23,65,69
10182,27,65,65
10183,27,65,67
10184,23,65,69
10185,22,65,75
10186,22,65,72
10187,32,65,65
10188,21,65,73
10189,22,65,71
10190,34,65,65
10191,32,65,65
10192,29,65,65
10193,24,65,72
10194,24,65,70
10195,18,65,84
10196,24,65,70
10197,26,65,67
10198,33,65,65
10199,28,65,65
10200,22,65,70
10201,26,65,65
10202,24,65,71
10203,34,65,65
10204,34,65,65
10205,20,65,80
10206,27,65,65
10207,20,65,74
10208,29,65,65
10209,29,65,65
10210,24,65,68
10211,25,65,69
10212,22,65,74
10213,24,65,70
10214,18,65,80
10215,29,65,65
10216,24,65,70
10217,21,65,75
10218,25,65,68
10219,23,65,73
10220,31,65,65
10221,25,65,67
10222,28,65,65
10223,24,65,71
10224,23,65,70
10225,25,65,68
10226,25,65,72
10227,20,65,75
10228,20,65,77
10229,34,65,65
10230,28,65,67
10231,27,65,65
10232,19,65,79
10233,19,65,77
10234,25,65,68
10235,18,65,73
10236,31,65,65
10237,23,65,70
10238,21,65,73
10239,31,65,65
10240,22,65,75
10241,30,65,65
10242,21,65,77
10243,25,65,68
10244,25,65,70
10245,27,65,65
10246,22,65,70
10247,20,65,71
10248,24,65,70
10249,24,65,70
10250,19,65,75
10251,31,65,65
10252,24,65,70
10253,21,65,75
10254,35,65,65
10255,29,65,65
10256,33,65,65
10257,19,65,75
10258,26,65,66
10259,27,65,66
10260,18,65,87
10261,25,65,67
10262,26,65,66
10263,24,65,74
10264,31,65,65
10265,23,65,74
10266,26,65,67
10267,18,65,83
10268,27,65,65
10269,28,65,65
10270,29,65,65
10271,28,65,65
10272,23,65,70
10273,24,65,69
10274,23,65,68
10275,23,65,71
10276,23,65,71
10277,29,65,65
10278,28,65,65
10279,27,65,68
10280,23,65,71
10281,36,65,65
10282,23,65,72
10283,18,65,83
10284,27,65,66
10285,24,65,68
10286,30,65,65
10287,24,65,68
10288,24,65,71
10289,24,65,70
10290,26,65,66
10291,27,65,66
10292,20,65,75
10293,24,65,72
10294,31,65,65
10295,24,65,70
10296,23,65,71
10297,21,65,74
10298,33,65,65
10299,21,65,74
10300,24,65,69
10301,27,65,66
10302,19,65,78
10303,26,65,68
10304,26,65,69
10305,25,65,71
10306,23,65,70
10307,24,65,71
10308,25,65,66
10309,23,65,73
10310,24,65,70
10311,21,65,74
10312,24,65,70
10313,22,65,74
10314,20,65,79
10315,24,65,73
10316,27,65,65
10317,26,65,65
10318,32,65,65
10319,29,65,65
10320,30,65,65
10321,26,65,67
10322,19,65,76
10323,28,65,65
10324,31,65,65
10325,23,65,72
10326,29,65,65
10327,29,65,65
10328,29,65,65
10329,20,65,77
10330,19,65,75
10331,30,65,65
10332,33,65,65
10333,28,65,65
10334,27,65,65
10335,31,65,65
10336,23,65,70
10337,20,65,73
10338,26,65,66
10339,25,65,70
10340,25,65,68
10341,33,65,65
10342,20,65,72
10343,25,65,66
10344,19,65,77
10345,24,65,68
10346,31,65,65
10347,20,65,75
10348,21,65,74
10349,22,65,73
10350,19,65,75
10351,29,65,65
10352,26,65,66
10353,22,65,72
10354,17,65,84
10355,33,65,65
10356,23,65,70
10357,24,65,69
10358,22,65,75
10359,26,65,67
10360,21,65,72
10361,30,65,65
10362,20,65,75
10363,24,65,71
10364,20,65,75
10365,23,65,72
10366,31,65,65
10367,21,65,77
10368,20,65,77
10369,32,65,65
10370,24,65,69
10371,34,65,65
10372,22,65,74
10373,28,65,65
10374,29,65,65
10375,26,65,68
10376,31,65,65
10377,29,65,65
10378,29,65,65
10379,27,65,65
10380,35,65,65
10381,21,65,70
10382,21,65,74
10383,29,65,65
10384,23,65,73
10385,34,65,65
10386,20,65,82
10387,24,65,69
10388,27,65,65
10389,28,65,65
10390,25,65,71
10391,24,65,72
10392,20,65,79
10393,22,65,71
10394,23,65,71
10395,23,65,70
10396,28,65,65
10397,25,65,68
10398,29,65,65
10399,21,65,73
10400,23,65,71
10401,29,65,65
10402,21,65,73
10403,27,65,65
10404,28,65,65
10405,28,65,65
10406,28,65,65
10407,22,65,72
10408,23,65,69
10409,25,65,67
10410,19,65,79
10411,23,65,72
10412,26,65,67
10413,19,65,80
10414,25,65,70
10415,23,65,72
10416,21,65,74
10417,32,65,65
10418,31,65,65
10419,26,65,70
10420,27,65,66
10421,28,65,65
10422,25,65,67
10423,32,65,65
10424,22,65,76
10425,27,65,65
10426,37,65,65
10427,27,65,66
10428,25,65,67
10429,26,65,66
10430,21,65,72
10431,31,65,65
10432,30,65,66
10433,31,65,65
10434,33,65,65
10435,25,65,67
10436,26,65,68
10437,24,65,71
10438,31,65,65
10439,28,65,65
10440,19,65,78
10441,28,65,65
10442,22,65,74
10443,20,65,74
10444,21,65,71
10445,20,65,76
10446,24,65,69
10447,26,65,65
10448,27,65,65
10449,24,65,68
10450,21,65,75
10451,28,65,65
10452,31,65,65
10453,21,65,76
10454,29,65,66
10455,31,65,65
10456,19,65,80
10457,19,65,80
10458,26,65,66
10459,26,65,66
10460,28,65,65
10461,24,65,68
10462,26,65,68
10463,30,65,65
10464,28,65,65
10465,28,65,65
10466,33,65,65
10467,21,65,73
10468,24,65,72
10469,25,65,69
10470,33,65,65
10471,21,65,76
10472,24,65,67
10473,29,65,65
10474,25,65,68
10475,26,65,66
10476,24,65,68
10477,37,65,65
10478,32,65,65
10479,30,65,65
10480,25,65,67
10481,27,65,67
10482,29,65,65
10483,29,65,65
10484,30,65,65
10485,22,65,74
10486,27,65,66
10487,20,65,75
10488,24,65,71
10489,35,65,65
10490,20,65,76
10491,26,65,67
10492,33,65,65
10493,27,65,68
10494,26,65,67
10495,31,65,65
10496,23,65,73
10497,28,65,66
10498,35,65,65
10499,27,65,66
10500,33,65,65
10501,35,65,65
10502,20,65,82
10503,31,65,65
10504,27,65,66
10505,22,65,71
10506,28,65,65
10507,22,65,75
10508,20,65,76
10509,19,65,78
10510,18,65,79
10511,24,65,71
10512,24,65,68
10513,22,65,75
10514,21,65,78
10515,30,65,65
10516,28,65,65
10517,26,65,69
10518,23,65,70
10519,22,65,74
10520,23,65,73
10521,25,65,65
10522,22,65,70
10523,21,65,75
10524,23,65,72
10525,29,65,65
10526,20,65,73
10527,23,65,72
10528,26,65,65
10529,27,65,65
10530,22,65,74
10531,22,65,72
10532,26,65,69
10533,32,65,65
10534,23,65,74
10535,27,65,65
10536,23,65,69
10537,28,65,65
10538,32,65,65
10539,21,65,73
10540,24,65,70
10541,28,65,65
10542,21,65,77
10543,21,65,71
10544,21,65,76
10545,27,65,66
10546,30,65,65
10547,27,65,67
10548,22,65,73
10549,33,65,65
10550,25,65,67
10551,30,65,65
10552,24,65,69
10553,21,65,75
10554,23,65,70
10555,28,65,66
10556,16,65,82
10557,32,65,65
10558,30,65,65
10559,20,65,75
10560,21,65,73
10561,27,65,65
10562,27,65,65
10563,26,65,69
10564,28,65,65
10565,24,65,71
10566,24,65,71
10567,31,65,65
10568,29,65,65
10569,23,65,74
10570,29,65,65
10571,21,65,74
10572,27,65,66
10573,24,65,72
10574,30,65,65
10575,28,65,65
10576,36,65,65
10577,28,65,65
10578,27,65,65
10579,23,65,70
10580,23,65,73
10581,28,65,65
10582,28,65,66
10583,31,65,65
10584,24,65,70
10585,27,65,65
10586,33,65,65
10587,27,65,65
10588,25,65,66
10589,30,65,65
10590,27,65,68
10591,25,65,68
10592,24,65,69
10593,21,65,75
10594,27,65,66
10595,26,65,68
10596,33,65,65
10597,21,65,76
10598,24,65,71
10599,23,65,68
10600,29,65,65
10601,23,65,73
10602,25,65,68
10603,22,65,70
10604,31,65,65
10605,30,65,65
10606,30,65,65
10607,21,65,76
10608,21,65,75
10609,31,65,65
10610,29,65,65
10611,28,65,65
10612,33,65,65
10613,27,65,65
10614,29,65,65
10615,33,65,65
10616,27,65,66
10617,28,65,66
10618,29,65,65
10619,25,65,65
10620,31,65,65
10621,20,65,77
10622,24,65,72
10623,22,65,75
10624,33,65,65
10625,24,65,69
10626,22,65,72
10627,26,65,65
10628,34,65,65
10629,21,65,73
10630,26,65,67
10631,24,65,70
10632,18,65,75
10633,25,65,68
10634,26,65,68
10635,28,65,65
10636,25,65,66
10637,23,65,74
10638,29,65,65
10639,27,65,66
10640,23,65,71
10641,28,65,66
10642,23,65,71
10643,34,65,65
10644,22,65,74
10645,28,65,65
10646,24,65,72
10647,29,65,66
10648,20,65,79
10649,25,65,69
10650,25,65,67
10651,22,65,74
10652,25,65,65
10653,28,65,65
10654,30,65,65
10655,27,65,66
10656,27,65,65
10657,20,65,77
10658,22,65,73
10659,22,65,72
10660,27,65,66
10661,20,65,76
10662,29,65,65
10663,26,65,67
10664,31,65,65
10665,25,65,68
10666,25,65,69
10667,35,65,65
10668,23,65,71
10669,30,65,65
10670,20,65,72
10671,26,65,65
10672,26,65,66
10673,20,65,75
10674,23,65,68
10675,29,65,65
10676,23,65,73
10677,33,65,65
10678,33,65,65
10679,25,65,68
10680,28,65,65
10681,26,65,68
10682,25,65,70
10683,24,65,71
10684,21,65,78
10685,30,65,65
10686,21,65,75
10687,29,65,65
10688,29,65,65
10689,25,65,67
10690,24,65,70
10691,26,65,68
10692,29,65,65
10693,23,65,71
10694,18,65,75
10695,26,65,67
10696,17,65,82
10697,23,65,68
10698,32,65,65
10699,30,65,65
10700,29,65,65
10701,21,65,73
10702,27,65,65
10703,28,65,65
10704,22,65,71
10705,36,65,65
10706,20,65,72
10707,33,65,65
10708,29,65,65
10709,34,65,65
10710,30,65,65
10711,31,65,65
10712,31,65,65
10713,23,65,73
10714,23,65,69
10715,22,65,72
10716,28,65,65
10717,29,65,65
10718,23,65,74
10719,22,65,76
10720,20,65,75
10721,25,65,69
10722,27,65,66
10723,33,65,65
10724,24,65,68
10725,24,65,69
10726,17,65,85
10727,26,65,66
10728,28,65,65
10729,23,65,70
10730,27,65,65
10731,21,65,75
10732,22,65,72
10733,31,65,65
10734,32,65,65
10735,23,65,71
10736,30,65,65
10737,27,65,65
10738,20,65,78
10739,25,65,65
10740,21,65,74
10741,20,65,73
10742,24,65,71
10743,27,65,66
10744,26,65,65
10745,30,65,65
10746,23,65,74
10747,27,65,65
10748,28,65,65
10749,24,65,72
10750,30,65,65
10751,22,65,73
10752,26,65,66
10753,24,65,68
10754,30,65,65
10755,23,65,70
10756,21,65,74
10757,22,65,70
10758,23,65,70
10759,28,65,65
10760,24,65,68
10761,30,65,65
10762,30,65,65
10763,25,65,71
10764,24,65,72
10765,21,65,79
10766,22,65,75
10767,21,65,77
10768,20,65,73
10769,23,65,69
10770,17,65,74
10771,34,65,65
10772,25,65,69
10773,21,65,72
10774,26,65,68
10775,33,65,65
10776,23,65,70
10777,25,65,69
10778,21,65,71
10779,31,65,65
10780,32,65,65
10781,28,65,66
10782,27,65,65
10783,23,65,69
10784,23,65,72
10785,22,65,74
10786,30,65,65
10787,26,65,67
10788,19,65,77
10789,29,65,65
10790,26,65,66
10791,23,65,69
10792,21,65,72
10793,30,65,65
10794,21,65,68
10795,28,65,65
10796,24,65,69
10797,26,65,67
10798,26,65,67
10799,28,65,65
10800,23,65,71
10801,22,65,71
10802,20,65,73
10803,25,65,69
10804,33,65,65
10805,30,65,65
10806,21,65,75
10807,30,65,65
10808,23,65,73
10809,30,65,65
10810,25,65,68
10811,25,65,69
10812,23,65,71
10813,33,65,65
10814,19,65,79
10815,23,65,72
10816,23,65,69
10817,19,65,76
10818,24,65,69
10819,21,65,77
10820,33,65,65
10821,30,65,65
10822,21,65,73
10823,26,65,67
10824,22,65,72
10825,24,65,71
10826,39,65,65
10827,30,65,65
10828,27,65,67
10829,27,65,65
10830,26,65,67
10831,31,65,65
10832,25,65,68
10833,22,65,74
10834,23,65,75
10835,31,65,65
10836,21,65,75
10837,26,65,68
10838,19,65,79
10839,20,65,77
10840,25,65,68
10841,37,65,65
10842,23,65,71
10843,29,65,65
10844,27,65,65
10845,27,65,67
10846,21,65,75
10847,23,65,70
10848,30,65,65
10849,31,65,65
10850,32,65,65
10851,20,65,79
10852,19,65,78
10853,24,65,70
10854,30,65,65
10855,27,65,65
10856,25,65,69
10857,21,65,76
10858,20,65,75
10859,26,65,65
10860,32,65,65
10861,21,65,72
10862,24,65,71
10863,23,65,70
10864,32,65,65
10865,36,65,65
10866,26,65,68
10867,22,65,73
10868,27,65,66
10869,24,65,71
10870,27,65,66
10871,23,65,72
10872,24,65,69
10873,28,65,65
10874,28,65,65
10875,27,65,69
10876,29,65,65
10877,25,65,70
10878,35,65,65
10879,27,65,66
10880,23,65,70
10881,25,65,68
10882,21,65,76
10883,21,65,75
10884,17,65,77
10885,23,65,74
10886,23,65,72
10887,30,65,65
10888,20,65,77
10889,28,65,65
10890,35,64,64
10891,18,64,78
10892,18,64,78
10893,20,64,71
10894,28,64,65
10895,27,64,64
10896,34,64,64
10897,22,64,71
10898,21,64,73
10899,24,64,70
10900,25,64,66
10901,20,64,75
10902,26,64,65
10903,30,64,64
10904,22,64,71
10905,31,64,64
10906,21,64,73
10907,27,64,64
10908,21,64,73
10909,19,64,72
10910,29,64,64
10911,26,64,66
10912,25,64,65
10913,22,64,75
10914,25,64,65
10915,32,64,64
10916,23,64,72
10917,22,64,69
10918,23,64,73
10919,22,64,74
10920,19,64,81
10921,23,64,73
10922,31,64,64
10923,24,64,67
10924,27,64,64
10925,27,64,64
10926,29,64,64
10927,22,64,70
10928,24,64,69
10929,27,64,64
10930,18,64,75
10931,32,64,64
10932,25,64,68
10933,25,64,65
10934,29,64,64
10935,35,64,64
10936,25,64,68
10937,24,64,69
10938,22,64,70
10939,25,64,67
10940,22,64,71
10941,35,64,64
10942,21,64,72
10943,22,64,71
10944,26,64,67
10945,20,64,77
10946,23,64,71
10947,23,64,68
10948,22,64,72
10949,21,64,74
10950,23,64,68
10951,23,64,70
10952,19,64,72
10953,29,64,64
10954,21,64,73
10955,22,64,72
10956,25,64,67
10957,30,64,64
10958,26,64,65
10959,23,64,69
10960,25,64,68
10961,21,64,78
10962,31,64,64
10963,24,64,70
10964,17,64,82
10965,25,64,70
10966,25,64,67
10967,31,64,64
10968,35,64,64
10969,21,64,69
10970,31,64,64
10971,25,64,67
10972,25,64,68
10973,23,64,71
10974,24,64,68
10975,26,64,67
10976,35,64,64
10977,32,64,64
10978,31,64,64
10979,29,64,64
10980,26,64,68
10981,24,64,72
10982,24,64,69
10983,26,64,65
10984,30,64,64
10985,17,64,79
10986,27,64,64
10987,25,64,66
10988,22,64,67
10989,29,64,64
10990,26,64,66
10991,24,64,65
10992,25,64,69
10993,23,64,70
10994,19,64,79
10995,19,64,77
10996,34,64,64
10997,20,64,75
10998,26,64,68
10999,28,64,64
11000,21,64,73
11001,22,64,69
11002,25,64,64
11003,20,64,74
11004,23,64,69
11005,29,64,64
11006,22,64,71
11007,23,64,70
11008,30,64,64
11009,28,64,64
11010,34,64,64
11011,25,64,68
11012,21,64,74
11013,20,64,73
11014,19,64,76
11015,25,64,67
11016,24,64,69
11017,30,64,64
11018,24,64,67
11019,25,64,67
11020,25,64,68
11021,31,64,64
11022,26,64,67
11023,25,64,67
11024,20,64,76
11025,25,64,65
11026,30,64,64
11027,25,64,68
11028,27,64,65
11029,27,64,64
11030,21,64,75
11031,20,64,78
11032,20,64,79
11033,17,64,79
11034,27,64,66
11035,28,64,64
11036,37,64,64
11037,20,64,74
11038,25,64,68
11039,22,64,72
11040,21,64,76
11041,25,64,66
11042,32,64,64
11043,31,64,64
11044,28,64,64
11045,24,64,73
11046,35,64,64
11047,26,64,66
11048,23,64,73
11049,33,64,64
11050,19,64,80
11051,27,64,68
11052,25,64,69
11053,19,64,81
11054,21,64,72
11055,21,64,75
11056,21,64,74
11057,23,64,70
11058,24,64,69
11059,26,64,64
11060,25,64,67
11061,30,64,64
11062,29,64,64
11063,24,64,70
11064,31,64,64
11065,30,64,64
11066,24,64,67
11067,26,64,65
11068,25,64,66
11069,24,64,69
11070,30,64,64
11071,23,64,71
11072,28,64,64
11073,24,64,69
11074,25,64,67
11075,29,64,64
11076,24,64,70
11077,25,64,66
11078,25,64,64
11079,18,64,81
11080,22,64,67
11081,26,64,67
11082,24,64,71
11083,25,64,68
11084,37,64,64
11085,19,64,76
11086,22,64,71
11087,22,64,74
11088,21,64,72
11089,34,64,64
11090,22,64,77
11091,26,64,65
11092,20,64,79
11093,26,64,65
11094,24,64,65
11095,23,64,70
11096,22,64,75
11097,19,64,79
11098,20,64,77
11099,27,64,64
11100,28,64,65
11101,24,64,69
11102,19,64,75
11103,30,64,64
11104,21,64,73
11105,22,64,71
11106,31,64,64
11107,23,64,71
11108,22,64,72
11109,23,64,74
11110,28,64,64
11111,27,64,64
11112,28,64,64
11113,21,64,73
11114,21,64,78
11115,32,64,64
11116,24,64,70
11117,33,64,64
11118,33,64,64
11119,23,64,73
11120,29,64,64
11121,29,64,64
11122,25,64,66
11123,25,64,68
11124,32,64,64
11125,26,64,67
11126,24,64,71
11127,21,64,77
11128,22,64,72
11129,21,64,75
11130,21,64,71
11131,21,64,73
11132,29,64,64
11133,27,64,65
11134,25,64,67
11135,25,64,66
11136,25,64,69
11137,19,64,75
11138,28,64,64
11139,21,64,78
11140,25,64,69
11141,23,64,69
11142,19,64,79
11143,30,64,64
11144,25,64,68
11145,20,64,76
11146,19,64,72
11147,24,64,68
11148,20,64,78
11149,24,64,68
11150,28,64,64
11151,24,64,69
11152,27,64,64
11153,25,64,68
11154,30,64,64
11155,26,64,66
11156,24,64,70
11157,24,64,70
11158,27,64,64
11159,24,64,66
11160,21,64,74
11161,20,64,75
11162,18,64,84
11163,19,64,78
11164,30,64,64
11165,34,64,64
11166,19,64,76
11167,22,64,74
11168,23,64,70
11169,30,64,64
11170,22,64,74
11171,26,64,65
11172,23,64,68
11173,21,64,71
11174,22,64,74
11175,26,64,65
11176,23,64,70
11177,35,64,64
11178,22,64,74
11179,31,64,64
11180,26,64,65
11181,25,64,67
11182,19,64,76
11183,17,64,84
11184,23,64,70
11185,22,64,70
11186,21,64,73
11187,23,64,71
11188,25,64,66
11189,19,64,79
11190,29,64,64
11191,30,64,64
11192,21,64,74
11193,27,64,65
11194,24,64,66
11195,30,64,64
11196,22,64,71
11197,18,64,84
11198,28,64,64
11199,20,64,78
11200,20,64,75
11201,32,64,64
11202,25,64,67
11203,22,64,71
11204,20,64,73
11205,22,64,70
11206,32,64,64
11207,30,64,64
11208,24,64,68
11209,26,64,65
11210,27,64,64
11211,25,64,67
11212,20,64,79
11213,22,64,72
11214,19,64,81
11215,25,64,68
11216,23,64,70
11217,25,64,69
11218,31,64,64
11219,23,64,71
11220,23,64,70
11221,25,64,69
11222,23,64,69
11223,19,64,76
11224,23,64,71
11225,24,64,67
11226,27,64,65
11227,31,64,64
11228,24,64,68
11229,19,64,81
11230,24,64,69
11231,31,64,64
11232,24,64,69
11233,18,64,78
11234,23,64,75
11235,27,64,65
11236,28,64,64
11237,23,64,72
11238,21,64,74
11239,24,64,69
11240,23,64,68
11241,23,64,70
11242,18,64,79
11243,23,64,72
11244,25,64,64
11245,19,64,76
11246,28,64,65
11247,28,64,64
11248,24,64,68
11249,21,64,73
11250,25,64,69
11251,22,64,72
11252,23,64,72
11253,21,64,74
11254,21,64,72
11255,26,64,66
11256,31,64,64
11257,21,64,73
11258,18,64,82
11259,24,64,69
11260,28,64,64
11261,34,64,64
11262,29,64,64
11263,27,64,64
11264,29,64,64
11265,25,64,68
11266,23,64,69
11267,22,64,70
11268,21,64,70
11269,23,64,70
11270,23,64,69
11271,23,64,69
11272,22,64,72
11273,21,64,74
11274,25,64,68
11275,26,64,65
11276,27,64,64
11277,25,64,67
11278,29,64,64
11279,21,64,73
11280,22,64,70
11281,25,64,69
11282,32,64,64
11283,25,64,69
11284,28,64,64
11285,22,64,74
11286,21,64,72
11287,18,64,79
11288,21,64,75
11289,25,64,67
11290,31,64,64
11291,22,64,73
11292,25,64,64
11293,19,64,79
11294,27,64,64
11295,29,64,64
11296,24,64,67
11297,22,64,72
11298,18,64,76
11299,22,64,72
11300,33,64,64
11301,22,64,74
11302,22,64,74
11303,31,64,64
11304,27,64,65
11305,26,64,67
11306,23,64,69
11307,24,64,68
11308,20,64,75
11309,18,64,78
11310,24,64,67
11311,28,64,64
11312,25,64,68
11313,36,64,64
11314,22,64,71
11315,20,64,76
11316,29,64,64
11317,25,64,65
11318,23,64,71
11319,29,64,64
11320,26,64,64
11321,20,64,74
11322,20,64,78
11323,24,64,70
11324,32,64,64
11325,21,64,76
11326,23,64,69
11327,26,64,64
11328,26,64,65
11329,21,64,72
11330,26,64,65
11331,31,64,64
11332,18,64,81
11333,23,64,71
11334,24,64,68
11335,30,64,64
11336,27,64,64
11337,25,64,65
11338,22,64,71
11339,19,64,75
